,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_xgbregressor__n_estimators,param_xgbregressor__min_child_weight,param_xgbregressor__max_samples,param_xgbregressor__max_depth,param_xgbregressor__importance_type,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,14.489525318145752,0.25830303100507257,0.6489723682403564,0.07460297037696133,40,9,750,750,weight,"{'xgbregressor__n_estimators': 40, 'xgbregressor__min_child_weight': 9, 'xgbregressor__max_samples': 750, 'xgbregressor__max_depth': 750, 'xgbregressor__importance_type': 'weight'}",0.7790407370781952,0.7559760551845374,0.7503179121282937,0.7626331240370297,0.8100819727345123,0.7716099602325136,0.021511234637213952,8
1,18.268045902252197,0.3745844330268055,0.64427809715271,0.027917856035185006,530,1,60,310,total_cover,"{'xgbregressor__n_estimators': 530, 'xgbregressor__min_child_weight': 1, 'xgbregressor__max_samples': 60, 'xgbregressor__max_depth': 310, 'xgbregressor__importance_type': 'total_cover'}",0.783461144913201,0.7716104082571598,0.7431298737828442,0.763880812921757,0.7998285482317795,0.7723821576213483,0.01899796244603194,5
2,13.622647953033447,0.4861387735876427,0.6667266845703125,0.07619724078903077,40,2,150,200,weight,"{'xgbregressor__n_estimators': 40, 'xgbregressor__min_child_weight': 2, 'xgbregressor__max_samples': 150, 'xgbregressor__max_depth': 200, 'xgbregressor__importance_type': 'weight'}",0.7821863061625745,0.7721107199279937,0.7527042778078714,0.7666334787774054,0.7840349316888866,0.7715339428729463,0.011389917221966965,9
3,23.550399398803712,0.7400485659304988,0.8023734569549561,0.05106245958587119,310,2,1020,210,total_gain,"{'xgbregressor__n_estimators': 310, 'xgbregressor__min_child_weight': 2, 'xgbregressor__max_samples': 1020, 'xgbregressor__max_depth': 210, 'xgbregressor__importance_type': 'total_gain'}",0.7822353677278222,0.7720662198063987,0.7512462959874706,0.7668947584123957,0.7840233341722351,0.7712931952212645,0.011862626683285676,15
4,18.566584634780884,0.6079615687955007,0.6979467391967773,0.04298408351099467,510,1,340,920,total_cover,"{'xgbregressor__n_estimators': 510, 'xgbregressor__min_child_weight': 1, 'xgbregressor__max_samples': 340, 'xgbregressor__max_depth': 920, 'xgbregressor__importance_type': 'total_cover'}",0.7834611444341075,0.7716104079637562,0.7431298735933809,0.7638808124726142,0.7998285475127941,0.7723821571953305,0.018997962283336202,6
5,94.45663900375366,4.098387009524135,1.1256943702697755,0.07286941593278874,470,9,790,260,gain,"{'xgbregressor__n_estimators': 470, 'xgbregressor__min_child_weight': 9, 'xgbregressor__max_samples': 790, 'xgbregressor__max_depth': 260, 'xgbregressor__importance_type': 'gain'}",0.7844513009844039,0.749379034385365,0.7302070555578131,0.7647185203154304,0.8033873646598316,0.7664286551805688,0.02567637193176431,22
6,30.834411430358887,0.9057888634218738,0.7267606258392334,0.04077289981212277,690,2,540,690,weight,"{'xgbregressor__n_estimators': 690, 'xgbregressor__min_child_weight': 2, 'xgbregressor__max_samples': 540, 'xgbregressor__max_depth': 690, 'xgbregressor__importance_type': 'weight'}",0.7822353622424622,0.7720662169999711,0.7512462969480541,0.7668947671995543,0.7840233444764344,0.7712931975732953,0.011862626870028634,13
7,80.2728841304779,5.322898435611704,0.9740991115570068,0.1314247003438368,770,7,800,950,gain,"{'xgbregressor__n_estimators': 770, 'xgbregressor__min_child_weight': 7, 'xgbregressor__max_samples': 800, 'xgbregressor__max_depth': 950, 'xgbregressor__importance_type': 'gain'}",0.7752696305531901,0.7471305136000137,0.7276962407182772,0.7212425033891385,0.7618089977606526,0.7466295772042544,0.02026767450358259,29
8,24.64732074737549,0.8131474665710743,0.7019284248352051,0.03596927036384891,300,2,340,360,total_gain,"{'xgbregressor__n_estimators': 300, 'xgbregressor__min_child_weight': 2, 'xgbregressor__max_samples': 340, 'xgbregressor__max_depth': 360, 'xgbregressor__importance_type': 'total_gain'}",0.7822353678336262,0.7720662199019306,0.7512462959819248,0.7668947581675916,0.7840233338670778,0.7712931951504303,0.011862626658583062,16
9,51.56896681785584,5.96630125704837,0.8068529605865479,0.05393756281993544,640,6,440,30,weight,"{'xgbregressor__n_estimators': 640, 'xgbregressor__min_child_weight': 6, 'xgbregressor__max_samples': 440, 'xgbregressor__max_depth': 30, 'xgbregressor__importance_type': 'weight'}",0.7770440923365765,0.7605589175007534,0.7030262320252025,0.7300729285918437,0.7846189470027158,0.7510642234914184,0.030460812054609685,27
