,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_xgbregressor__n_estimators,param_xgbregressor__min_child_weight,param_xgbregressor__max_samples,param_xgbregressor__max_depth,param_xgbregressor__importance_type,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,19.847362756729126,0.30229332614456933,0.7569779872894287,0.029933225193094125,40,9,750,750,weight,"{'xgbregressor__n_estimators': 40, 'xgbregressor__min_child_weight': 9, 'xgbregressor__max_samples': 750, 'xgbregressor__max_depth': 750, 'xgbregressor__importance_type': 'weight'}",0.8266785564431959,0.8374639671659262,0.7563848612448167,0.7919532504238982,0.8243708033783975,0.8073702877312469,0.029680482031727302,5
1,24.909368133544923,0.33710297046290366,0.7799166679382324,0.07645322717174052,530,1,60,310,total_cover,"{'xgbregressor__n_estimators': 530, 'xgbregressor__min_child_weight': 1, 'xgbregressor__max_samples': 60, 'xgbregressor__max_depth': 310, 'xgbregressor__importance_type': 'total_cover'}",0.684323742136151,0.8748647320413989,0.6770022622106802,0.7778325732567621,0.8257222659513022,0.7679491151192589,0.07762847661032407,20
2,19.16808338165283,0.7601497942261365,0.7338393688201904,0.04307010009551923,40,2,150,200,weight,"{'xgbregressor__n_estimators': 40, 'xgbregressor__min_child_weight': 2, 'xgbregressor__max_samples': 150, 'xgbregressor__max_depth': 200, 'xgbregressor__importance_type': 'weight'}",0.6025520908892578,0.8789355008331288,0.7266614597794914,0.7647048657841715,0.8163941331953296,0.7578496100962758,0.09297985678953871,23
3,30.527887964248656,1.5992226414689346,0.7976840496063232,0.022588242656565026,310,2,1020,210,total_gain,"{'xgbregressor__n_estimators': 310, 'xgbregressor__min_child_weight': 2, 'xgbregressor__max_samples': 1020, 'xgbregressor__max_depth': 210, 'xgbregressor__importance_type': 'total_gain'}",0.6017506034804194,0.8788732632402118,0.7267151468461809,0.7647024463014571,0.8163569896605667,0.7576796899057673,0.09322329081491572,28
4,22.99517250061035,0.614692130808331,0.7388303756713868,0.045777718258678504,510,1,340,920,total_cover,"{'xgbregressor__n_estimators': 510, 'xgbregressor__min_child_weight': 1, 'xgbregressor__max_samples': 340, 'xgbregressor__max_depth': 920, 'xgbregressor__importance_type': 'total_cover'}",0.6843237416005514,0.8748647318423265,0.6770022620949436,0.7778325730692397,0.8257222654770877,0.7679491148168298,0.07762847662264276,21
5,114.87180962562562,5.508455425031529,1.1610976219177247,0.05128821566605453,470,9,790,260,gain,"{'xgbregressor__n_estimators': 470, 'xgbregressor__min_child_weight': 9, 'xgbregressor__max_samples': 790, 'xgbregressor__max_depth': 260, 'xgbregressor__importance_type': 'gain'}",0.8238227000842181,0.8314069189479251,0.7496805609469469,0.7744933318332292,0.8228637347809296,0.8004534493186497,0.03242922740799599,16
6,36.15092792510986,1.3883157504045933,0.7755368232727051,0.017878234578162525,690,2,540,690,weight,"{'xgbregressor__n_estimators': 690, 'xgbregressor__min_child_weight': 2, 'xgbregressor__max_samples': 540, 'xgbregressor__max_depth': 690, 'xgbregressor__importance_type': 'weight'}",0.6017506120677307,0.8788732666683047,0.7267151491557874,0.7647024506930941,0.8163569977889704,0.7576796952747775,0.0932232897695321,26
7,100.34694404602051,8.519429914413642,1.0049147129058837,0.056059262021747706,770,7,800,950,gain,"{'xgbregressor__n_estimators': 770, 'xgbregressor__min_child_weight': 7, 'xgbregressor__max_samples': 800, 'xgbregressor__max_depth': 950, 'xgbregressor__importance_type': 'gain'}",0.8287917227488462,0.8181254740859865,0.7458235183762902,0.7815708663606137,0.8284102740830248,0.8005443711309523,0.032366285580344975,14
8,29.29433889389038,0.8210007167688458,0.7593708515167237,0.031238131889644725,300,2,340,360,total_gain,"{'xgbregressor__n_estimators': 300, 'xgbregressor__min_child_weight': 2, 'xgbregressor__max_samples': 340, 'xgbregressor__max_depth': 360, 'xgbregressor__importance_type': 'total_gain'}",0.6017506032637827,0.8788732631535549,0.7267151468115727,0.7647024461898885,0.816356989434518,0.7576796897706632,0.09322329083701723,29
9,59.61005334854126,4.082719739467341,0.8941184043884277,0.06863129788421488,640,6,440,30,weight,"{'xgbregressor__n_estimators': 640, 'xgbregressor__min_child_weight': 6, 'xgbregressor__max_samples': 440, 'xgbregressor__max_depth': 30, 'xgbregressor__importance_type': 'weight'}",0.8429821113313466,0.865269119068006,0.775702459154738,0.7872044247074692,0.7832748003919692,0.8108865829307058,0.03619049847404872,4
